episode_dir,task,chunk_id,must_go,input_timestep,input_elapsed,unix_ts,front_img,wrist_img,recap_img,returned_len,exec_index,exec_timestep,exec_action_n,in_shoulder_pan.pos,in_shoulder_lift.pos,in_elbow_flex.pos,in_wrist_flex.pos,in_wrist_roll.pos,in_gripper.pos,act_shoulder_pan.pos,act_shoulder_lift.pos,act_elbow_flex.pos,act_wrist_flex.pos,act_wrist_roll.pos,act_gripper.pos
050_box,put the box on the tray,1,1,0,0.0,1788426626.7482464,00000_front_put_the_box_on_the_tray.png,00000_wrist_put_the_box_on_the_tray.png,recap.png,50,0,0,1,-4.395604395604396,-101.93406593406593,92.17582417582418,74.81318681318682,-1.2747252747252746,0.821917808219178,-5.927143096923828,-101.76957702636719,88.81182861328125,72.99092864990234,-1.0461416244506836,1.0651943683624268
050_box,put the box on the tray,1,1,0,0.0,1788426626.7482464,00000_front_put_the_box_on_the_tray.png,00000_wrist_put_the_box_on_the_tray.png,recap.png,50,1,1,2,-4.395604395604396,-101.93406593406593,92.17582417582418,74.81318681318682,-1.2747252747252746,0.821917808219178,-6.404787063598633,-101.93194580078125,89.07151794433594,72.00477600097656,-1.1915044784545898,0.8946481347084045
050_box,put the box on the tray,1,1,0,0.0,1788426626.7482464,00000_front_put_the_box_on_the_tray.png,00000_wrist_put_the_box_on_the_tray.png,recap.png,50,2,2,3,-4.395604395604396,-101.93406593406593,92.17582417582418,74.81318681318682,-1.2747252747252746,0.821917808219178,-6.253271102905273,-102.02039337158203,89.62001037597656,70.99932861328125,-1.2185678482055664,0.9305018186569214
050_box,put the box on the tray,1,1,0,0.0,1788426626.7482464,00000_front_put_the_box_on_the_tray.png,00000_wrist_put_the_box_on_the_tray.png,recap.png,50,3,3,4,-4.395604395604396,-101.93406593406593,92.17582417582418,74.81318681318682,-1.2747252747252746,0.821917808219178,-6.239358901977539,-101.60094451904297,89.33345031738281,69.84806060791016,-1.2691001892089844,0.912321150302887
050_box,put the box on the tray,1,1,0,0.0,1788426626.7482464,00000_front_put_the_box_on_the_tray.png,00000_wrist_put_the_box_on_the_tray.png,recap.png,50,4,4,5,-4.395604395604396,-101.93406593406593,92.17582417582418,74.81318681318682,-1.2747252747252746,0.821917808219178,-6.406955718994141,-101.4116439819336,89.58656311035156,69.13861846923828,-1.2753715515136719,0.9361556172370911
050_box,put the box on the tray,1,1,0,0.0,1788426626.7482464,00000_front_put_the_box_on_the_tray.png,00000_wrist_put_the_box_on_the_tray.png,recap.png,50,5,5,6,-4.395604395604396,-101.93406593406593,92.17582417582418,74.81318681318682,-1.2747252747252746,0.821917808219178,-6.150518417358398,-101.55591583251953,89.86309814453125,68.27396392822266,-1.2576961517333984,0.8137807846069336
050_box,put the box on the tray,1,1,0,0.0,1788426626.7482464,00000_front_put_the_box_on_the_tray.png,00000_wrist_put_the_box_on_the_tray.png,recap.png,50,6,6,7,-4.395604395604396,-101.93406593406593,92.17582417582418,74.81318681318682,-1.2747252747252746,0.821917808219178,-6.197166442871094,-101.36632537841797,89.7169189453125,67.64844512939453,-1.285675048828125,0.9633539319038391
050_box,put the box on the tray,1,1,0,0.0,1788426626.7482464,00000_front_put_the_box_on_the_tray.png,00000_wrist_put_the_box_on_the_tray.png,recap.png,50,7,7,8,-4.395604395604396,-101.93406593406593,92.17582417582418,74.81318681318682,-1.2747252747252746,0.821917808219178,-6.236236572265625,-101.60523223876953,90.04750061035156,67.21234130859375,-1.2633781433105469,0.9067045450210571
050_box,put the box on the tray,1,1,0,0.0,1788426626.7482464,00000_front_put_the_box_on_the_tray.png,00000_wrist_put_the_box_on_the_tray.png,recap.png,50,8,8,9,-4.395604395604396,-101.93406593406593,92.17582417582418,74.81318681318682,-1.2747252747252746,0.821917808219178,-5.929645538330078,-102.14630126953125,89.8406982421875,66.40446472167969,-1.2397422790527344,0.9261258244514465
050_box,put the box on the tray,1,1,0,0.0,1788426626.7482464,00000_front_put_the_box_on_the_tray.png,00000_wrist_put_the_box_on_the_tray.png,recap.png,50,9,9,10,-4.395604395604396,-101.93406593406593,92.17582417582418,74.81318681318682,-1.2747252747252746,0.821917808219178,-6.014839172363281,-101.64702606201172,90.20918273925781,65.7393569946289,-1.383443832397461,0.8028322458267212
050_box,put the box on the tray,1,1,0,0.0,1788426626.7482464,00000_front_put_the_box_on_the_tray.png,00000_wrist_put_the_box_on_the_tray.png,recap.png,50,10,10,11,-4.395604395604396,-101.93406593406593,92.17582417582418,74.81318681318682,-1.2747252747252746,0.821917808219178,-5.813940048217773,-101.81362915039062,89.62628173828125,65.68399047851562,-1.2707233428955078,1.05622136592865
050_box,put the box on the tray,1,1,0,0.0,1788426626.7482464,00000_front_put_the_box_on_the_tray.png,00000_wrist_put_the_box_on_the_tray.png,recap.png,50,11,11,12,-4.395604395604396,-101.93406593406593,92.17582417582418,74.81318681318682,-1.2747252747252746,0.821917808219178,-5.96510124206543,-101.8404541015625,90.3345947265625,65.11831665039062,-1.2873992919921875,0.7956786751747131
050_box,put the box on the tray,1,1,0,0.0,1788426626.7482464,00000_front_put_the_box_on_the_tray.png,00000_wrist_put_the_box_on_the_tray.png,recap.png,50,12,12,13,-4.395604395604396,-101.93406593406593,92.17582417582418,74.81318681318682,-1.2747252747252746,0.821917808219178,-5.9319305419921875,-101.77055358886719,89.5450439453125,64.91960144042969,-1.2603063583374023,0.9086620807647705
050_box,put the box on the tray,1,1,0,0.0,1788426626.7482464,00000_front_put_the_box_on_the_tray.png,00000_wrist_put_the_box_on_the_tray.png,recap.png,50,13,13,14,-4.395604395604396,-101.93406593406593,92.17582417582418,74.81318681318682,-1.2747252747252746,0.821917808219178,-5.852785110473633,-101.6453857421875,90.08729553222656,64.72734069824219,-1.2934188842773438,0.8822805285453796
050_box,put the box on the tray,1,1,0,0.0,1788426626.7482464,00000_front_put_the_box_on_the_tray.png,00000_wrist_put_the_box_on_the_tray.png,recap.png,50,14,14,15,-4.395604395604396,-101.93406593406593,92.17582417582418,74.81318681318682,-1.2747252747252746,0.821917808219178,-5.791515350341797,-101.97970581054688,89.12629699707031,64.40908813476562,-1.3080558776855469,0.7415603995323181
050_box,put the box on the tray,1,1,0,0.0,1788426626.7482464,00000_front_put_the_box_on_the_tray.png,00000_wrist_put_the_box_on_the_tray.png,recap.png,50,15,15,16,-4.395604395604396,-101.93406593406593,92.17582417582418,74.81318681318682,-1.2747252747252746,0.821917808219178,-5.909444808959961,-102.18830871582031,89.55819702148438,64.11248016357422,-1.3742189407348633,0.8471406102180481
050_box,put the box on the tray,1,1,0,0.0,1788426626.7482464,00000_front_put_the_box_on_the_tray.png,00000_wrist_put_the_box_on_the_tray.png,recap.png,50,16,16,17,-4.395604395604396,-101.93406593406593,92.17582417582418,74.81318681318682,-1.2747252747252746,0.821917808219178,-5.849615097045898,-101.70911407470703,89.04893493652344,64.01470947265625,-1.3728256225585938,0.8305127620697021
050_box,put the box on the tray,1,1,0,0.0,1788426626.7482464,00000_front_put_the_box_on_the_tray.png,00000_wrist_put_the_box_on_the_tray.png,recap.png,50,17,17,18,-4.395604395604396,-101.93406593406593,92.17582417582418,74.81318681318682,-1.2747252747252746,0.821917808219178,-5.731533050537109,-102.64545440673828,89.23709106445312,63.82428741455078,-1.3340654373168945,0.749695360660553
050_box,put the box on the tray,1,1,0,0.0,1788426626.7482464,00000_front_put_the_box_on_the_tray.png,00000_wrist_put_the_box_on_the_tray.png,recap.png,50,18,18,19,-4.395604395604396,-101.93406593406593,92.17582417582418,74.81318681318682,-1.2747252747252746,0.821917808219178,-5.892271041870117,-101.94243621826172,89.10003662109375,64.00074005126953,-1.3466415405273438,0.7336346507072449
050_box,put the box on the tray,1,1,0,0.0,1788426626.7482464,00000_front_put_the_box_on_the_tray.png,00000_wrist_put_the_box_on_the_tray.png,recap.png,50,19,19,20,-4.395604395604396,-101.93406593406593,92.17582417582418,74.81318681318682,-1.2747252747252746,0.821917808219178,-6.0609130859375,-101.26900482177734,89.30795288085938,64.07633209228516,-1.315016746520996,0.8756358027458191
050_box,put the box on the tray,1,1,0,0.0,1788426626.7482464,00000_front_put_the_box_on_the_tray.png,00000_wrist_put_the_box_on_the_tray.png,recap.png,50,20,20,21,-4.395604395604396,-101.93406593406593,92.17582417582418,74.81318681318682,-1.2747252747252746,0.821917808219178,-6.210145950317383,-102.50634002685547,88.66397094726562,64.15867614746094,-1.4033470153808594,0.7954599261283875
050_box,put the box on the tray,1,1,0,0.0,1788426626.7482464,00000_front_put_the_box_on_the_tray.png,00000_wrist_put_the_box_on_the_tray.png,recap.png,50,21,21,22,-4.395604395604396,-101.93406593406593,92.17582417582418,74.81318681318682,-1.2747252747252746,0.821917808219178,-6.233730316162109,-102.00424194335938,88.43064880371094,64.33472442626953,-1.3590030670166016,0.8374825119972229
050_box,put the box on the tray,1,1,0,0.0,1788426626.7482464,00000_front_put_the_box_on_the_tray.png,00000_wrist_put_the_box_on_the_tray.png,recap.png,50,22,22,23,-4.395604395604396,-101.93406593406593,92.17582417582418,74.81318681318682,-1.2747252747252746,0.821917808219178,-6.365175247192383,-101.9639892578125,88.02885437011719,64.24371337890625,-1.323984146118164,0.9013693928718567
050_box,put the box on the tray,1,1,0,0.0,1788426626.7482464,00000_front_put_the_box_on_the_tray.png,00000_wrist_put_the_box_on_the_tray.png,recap.png,50,23,23,24,-4.395604395604396,-101.93406593406593,92.17582417582418,74.81318681318682,-1.2747252747252746,0.821917808219178,-6.416603088378906,-101.85308837890625,88.17372131347656,64.291748046875,-1.3924236297607422,0.8340995907783508
050_box,put the box on the tray,1,1,0,0.0,1788426626.7482464,00000_front_put_the_box_on_the_tray.png,00000_wrist_put_the_box_on_the_tray.png,recap.png,50,24,24,25,-4.395604395604396,-101.93406593406593,92.17582417582418,74.81318681318682,-1.2747252747252746,0.821917808219178,-6.437339782714844,-102.22738647460938,88.28802490234375,64.29318237304688,-1.370408058166504,0.7621542811393738
050_box,put the box on the tray,2,0,0,1.807,1788426628.5530124,00001_front_put_the_box_on_the_tray.png,00001_wrist_put_the_box_on_the_tray.png,recap.png,50,0,25,26,-4.395604395604396,-101.93406593406593,92.17582417582418,74.81318681318682,-1.2747252747252746,0.821917808219178,-6.482599258422852,-102.0051498413086,87.83706665039062,65.11100769042969,-1.3710992336273193,0.8878716230392456
050_box,put the box on the tray,2,0,0,1.807,1788426628.5530124,00001_front_put_the_box_on_the_tray.png,00001_wrist_put_the_box_on_the_tray.png,recap.png,50,1,26,27,-4.395604395604396,-101.93406593406593,92.17582417582418,74.81318681318682,-1.2747252747252746,0.821917808219178,-6.602785587310791,-102.1759033203125,87.39019775390625,65.43374633789062,-1.3715726137161255,0.8726844787597656
050_box,put the box on the tray,2,0,0,1.807,1788426628.5530124,00001_front_put_the_box_on_the_tray.png,00001_wrist_put_the_box_on_the_tray.png,recap.png,50,2,27,28,-4.395604395604396,-101.93406593406593,92.17582417582418,74.81318681318682,-1.2747252747252746,0.821917808219178,-6.722689151763916,-102.50898742675781,87.16008758544922,65.55779266357422,-1.4041498899459839,0.8522888422012329
050_box,put the box on the tray,2,0,0,1.807,1788426628.5530124,00001_front_put_the_box_on_the_tray.png,00001_wrist_put_the_box_on_the_tray.png,recap.png,50,3,28,29,-4.395604395604396,-101.93406593406593,92.17582417582418,74.81318681318682,-1.2747252747252746,0.821917808219178,-6.556111812591553,-101.88984680175781,86.77521514892578,65.52885437011719,-1.4126559495925903,0.7732667922973633
050_box,put the box on the tray,2,0,0,1.807,1788426628.5530124,00001_front_put_the_box_on_the_tray.png,00001_wrist_put_the_box_on_the_tray.png,recap.png,50,4,29,30,-4.395604395604396,-101.93406593406593,92.17582417582418,74.81318681318682,-1.2747252747252746,0.821917808219178,-6.835275650024414,-102.3836441040039,87.16192626953125,65.54837799072266,-1.3997466564178467,0.7945988178253174
050_box,put the box on the tray,2,0,0,1.807,1788426628.5530124,00001_front_put_the_box_on_the_tray.png,00001_wrist_put_the_box_on_the_tray.png,recap.png,50,5,30,31,-4.395604395604396,-101.93406593406593,92.17582417582418,74.81318681318682,-1.2747252747252746,0.821917808219178,-6.558955669403076,-102.35760498046875,86.20384216308594,65.55292510986328,-1.358344316482544,0.7816833853721619
050_box,put the box on the tray,2,0,0,1.807,1788426628.5530124,00001_front_put_the_box_on_the_tray.png,00001_wrist_put_the_box_on_the_tray.png,recap.png,50,6,31,32,-4.395604395604396,-101.93406593406593,92.17582417582418,74.81318681318682,-1.2747252747252746,0.821917808219178,-6.77941370010376,-102.22566986083984,86.34246826171875,65.33722686767578,-1.384028673171997,0.6821826696395874
050_box,put the box on the tray,2,0,0,1.807,1788426628.5530124,00001_front_put_the_box_on_the_tray.png,00001_wrist_put_the_box_on_the_tray.png,recap.png,50,7,32,33,-4.395604395604396,-101.93406593406593,92.17582417582418,74.81318681318682,-1.2747252747252746,0.821917808219178,-6.801234722137451,-102.40463256835938,86.5654067993164,65.26467895507812,-1.4128384590148926,0.8286527991294861
050_box,put the box on the tray,2,0,0,1.807,1788426628.5530124,00001_front_put_the_box_on_the_tray.png,00001_wrist_put_the_box_on_the_tray.png,recap.png,50,8,33,34,-4.395604395604396,-101.93406593406593,92.17582417582418,74.81318681318682,-1.2747252747252746,0.821917808219178,-6.614148139953613,-102.09738159179688,86.3421859741211,64.91635131835938,-1.395667314529419,0.7374311089515686
050_box,put the box on the tray,2,0,0,1.807,1788426628.5530124,00001_front_put_the_box_on_the_tray.png,00001_wrist_put_the_box_on_the_tray.png,recap.png,50,9,34,35,-4.395604395604396,-101.93406593406593,92.17582417582418,74.81318681318682,-1.2747252747252746,0.821917808219178,-6.712101459503174,-102.16088104248047,86.02633666992188,64.79183959960938,-1.344175100326538,0.7596116065979004
050_box,put the box on the tray,2,0,0,1.807,1788426628.5530124,00001_front_put_the_box_on_the_tray.png,00001_wrist_put_the_box_on_the_tray.png,recap.png,50,10,35,36,-4.395604395604396,-101.93406593406593,92.17582417582418,74.81318681318682,-1.2747252747252746,0.821917808219178,-6.598066329956055,-102.24943542480469,86.19978332519531,64.57957458496094,-1.4510167837142944,0.7396174669265747
