action_n,t,step,queue,dmax,shoulder_pan,shoulder_lift,elbow_flex,wrist_flex,wrist_roll,gripper
1,0.90,0,50,,-4.2,-102.17,88.13,73.02,-1.05,1.01
2,0.94,1,49,0.763,-4.29,-101.89,87.87,72.26,-1.11,0.89
3,0.97,2,48,1.012,-4.29,-102.76,87.91,71.25,-1.1,0.98
4,1.00,3,47,1.163,-4.42,-102.03,88.39,70.08,-1.1,0.89
5,1.04,4,46,1.002,-4.51,-102.09,87.67,69.08,-1.04,0.8
6,1.07,5,45,0.926,-4.41,-102.13,88.6,68.48,-1.09,0.78
7,1.10,6,44,0.411,-4.41,-101.96,88.25,68.07,-1.12,0.77
8,1.14,7,43,0.971,-4.32,-102.93,88.46,67.41,-1.26,0.88
9,1.17,8,42,0.851,-4.23,-102.12,87.61,67.16,-1.14,0.9
10,1.20,9,41,0.508,-4.25,-102.33,88.12,66.75,-1.08,0.83
11,1.24,10,40,0.419,-4.21,-102.72,88.17,66.34,-1.16,0.75
12,1.27,11,39,0.424,-4.27,-102.46,87.74,65.97,-1.13,0.76
13,1.30,12,38,0.336,-4.34,-102.59,88.08,65.85,-1.08,0.73
14,1.34,13,37,0.533,-4.35,-102.06,87.7,65.39,-1.05,0.59
15,1.37,14,36,0.630,-4.36,-102.69,87.7,65.33,-1.18,0.63
16,1.40,15,35,0.666,-4.32,-102.61,87.04,65.21,-1.08,0.72
17,1.44,16,34,0.615,-4.5,-102.54,87.65,65.26,-1.12,0.62
18,1.47,17,33,0.659,-4.27,-102.51,86.99,65.13,-1.12,0.78
19,1.51,18,32,0.296,-4.41,-102.21,86.7,65.08,-1.13,0.7
20,1.54,19,31,0.264,-4.15,-102.06,86.92,65.0,-1.03,0.63
21,1.57,20,30,0.782,-4.1,-102.84,86.59,64.95,-1.14,0.72
22,1.61,21,29,0.221,-4.2,-102.62,86.77,64.81,-1.04,0.66
23,1.64,22,28,0.426,-4.17,-102.2,86.49,64.65,-1.12,0.63
24,1.67,23,27,0.659,-3.9,-102.86,86.53,64.57,-1.12,0.66
25,1.71,24,26,0.765,-3.9,-102.71,85.77,64.39,-1.18,0.64
26,1.74,25,25,0.219,-3.96,-102.49,85.94,64.35,-1.2,0.76
27,1.77,26,24,0.458,-3.92,-102.89,85.48,64.27,-1.2,0.7
28,1.81,27,23,0.158,-3.93,-102.85,85.37,64.27,-1.15,0.54
29,1.84,28,22,0.411,-4.13,-102.44,85.14,64.41,-1.15,0.48
30,1.87,29,21,0.766,-3.85,-103.2,84.85,64.33,-1.17,0.64
31,1.91,30,20,0.542,-4.02,-103.13,85.4,64.25,-1.13,0.48
32,1.94,31,19,0.103,-4.13,-103.05,85.32,64.35,-1.15,0.4
33,1.97,32,18,0.592,-4.18,-102.46,84.96,64.44,-1.25,0.5
34,2.01,33,17,0.178,-4.05,-102.64,84.86,64.49,-1.16,0.51
35,2.04,34,16,0.367,-4.1,-102.6,84.49,64.5,-1.09,0.36
36,2.07,35,15,0.600,-4.04,-102.0,83.9,64.89,-1.15,0.4
37,2.11,36,14,0.647,-4.12,-102.65,83.61,64.95,-1.26,0.53
38,2.14,37,13,0.361,-4.04,-102.64,83.25,64.83,-1.13,0.47
39,2.17,38,12,0.384,-4.22,-102.38,82.86,65.07,-1.23,0.4
40,2.21,39,11,0.226,-4.05,-102.6,82.83,65.28,-1.17,0.4
41,2.24,40,10,0.843,-3.98,-102.0,81.99,65.29,-1.19,0.41
42,2.27,41,9,0.412,-4.1,-102.41,81.96,65.47,-1.13,0.36
43,2.31,42,8,1.235,-3.82,-101.94,80.72,65.6,-1.17,0.41
44,2.34,43,23,1.951,-3.96,-100.94,81.69,63.65,-0.97,0.44
45,2.38,44,22,0.638,-3.72,-101.12,81.06,63.78,-1.03,0.39
46,2.41,45,21,0.357,-3.77,-100.77,80.93,64.04,-0.92,0.49
47,2.44,46,20,1.152,-3.76,-100.93,79.78,64.29,-0.91,0.45
48,2.48,47,19,0.333,-3.84,-101.06,79.47,64.62,-0.99,0.4
49,2.51,48,18,0.535,-3.76,-100.89,79.7,65.16,-0.94,0.36
50,2.54,49,17,0.656,-3.73,-100.4,79.05,65.46,-0.93,0.4
51,2.58,50,16,1.157,-3.33,-100.56,77.89,65.76,-0.73,0.22
52,2.61,51,15,0.696,-3.15,-100.12,77.33,66.45,-0.75,0.44
53,2.64,52,14,0.909,-3.21,-99.9,76.77,67.36,-0.68,0.36
54,2.68,53,13,0.913,-3.03,-100.35,75.89,68.27,-0.62,0.3
55,2.71,54,12,1.287,-3.11,-99.42,74.6,68.8,-0.59,0.22
56,2.74,55,11,0.530,-3.3,-99.56,74.85,69.33,-0.59,0.23
57,2.78,56,10,0.628,-3.43,-99.04,74.22,69.73,-0.59,0.18
58,2.81,57,9,0.581,-3.35,-98.46,74.36,69.65,-0.58,0.31
59,2.84,58,8,0.923,-3.08,-97.82,73.44,69.66,-0.61,0.36
60,2.88,59,7,0.664,-2.99,-97.16,73.5,69.56,-0.6,0.17
61,2.91,60,6,1.728,-3.02,-95.43,72.4,69.23,-0.6,0.16
62,2.94,61,5,2.341,-3.04,-93.09,72.35,68.86,-0.82,0.26
63,2.98,62,4,2.216,-3.02,-90.87,70.76,68.58,-0.82,0.19
64,3.01,63,3,1.777,-3.15,-89.1,69.47,67.95,-0.75,0.18
65,3.04,64,2,2.174,-3.1,-86.92,68.76,67.8,-0.85,0.13
66,3.08,65,1,0.803,-2.99,-86.12,68.49,67.6,-0.85,0.24
67,3.14,66,25,12.296,-2.37,-98.42,73.14,69.81,-1.02,0.73
68,3.18,67,24,0.281,-2.32,-98.13,73.06,69.76,-0.88,0.69
69,3.21,68,23,1.005,-2.37,-97.13,72.68,69.86,-0.78,0.75
70,3.24,69,22,1.922,-2.37,-95.21,72.25,69.91,-0.62,0.66
71,3.28,70,21,1.813,-2.42,-93.39,71.32,69.84,-0.48,0.69
72,3.31,71,20,1.886,-2.41,-91.51,70.0,69.77,-0.41,0.74
73,3.35,72,19,2.156,-2.42,-89.35,69.17,69.84,-0.34,0.63
74,3.38,73,18,1.984,-2.28,-87.37,67.71,69.66,-0.22,0.83
75,3.41,74,17,1.744,-2.4,-85.62,67.17,69.46,-0.22,0.82
76,3.45,75,16,2.322,-2.5,-83.3,66.25,69.45,-0.14,0.83
77,3.48,76,15,2.105,-2.52,-81.2,64.51,69.38,-0.05,0.75
78,3.51,77,14,1.401,-2.65,-79.8,63.82,69.26,0.02,0.79
79,3.55,78,13,1.057,-2.72,-78.81,62.77,69.41,0.19,0.82
80,3.58,79,12,1.718,-2.72,-77.09,62.66,69.36,0.29,0.77
81,3.61,80,11,1.377,-2.82,-76.22,61.28,69.49,0.28,0.97
82,3.65,81,10,1.335,-2.99,-74.88,60.68,69.32,0.39,0.86
83,3.68,82,9,0.979,-3.16,-73.9,60.01,69.57,0.4,1.04
84,3.71,83,8,0.638,-3.53,-73.27,59.92,69.4,0.5,1.32
