action_n,t,step,queue,dmax,shoulder_pan,shoulder_lift,elbow_flex,wrist_flex,wrist_roll,gripper
1,0.94,0,50,,-4.85,-100.62,89.01,74.5,-0.11,1.44
2,0.97,1,49,0.322,-4.53,-100.75,88.75,74.43,-0.11,1.74
3,1.00,2,48,0.500,-4.75,-100.41,89.0,73.93,-0.12,1.7
4,1.04,3,47,0.687,-4.78,-100.42,88.31,73.41,-0.11,1.73
5,1.07,4,46,0.652,-4.59,-100.16,88.79,72.76,-0.05,1.61
6,1.10,5,45,0.684,-4.7,-100.49,88.88,72.08,-0.04,1.64
7,1.14,6,44,0.468,-4.46,-100.43,89.35,71.72,-0.06,1.6
8,1.17,7,43,0.762,-4.24,-100.94,88.58,71.21,0.08,1.61
9,1.20,8,42,0.843,-4.28,-100.73,89.43,70.73,-0.04,1.7
10,1.24,9,41,0.308,-3.98,-100.9,89.26,70.53,-0.08,1.6
11,1.27,10,40,0.438,-3.71,-100.96,89.09,70.09,-0.12,1.6
12,1.30,11,39,0.607,-3.33,-100.59,89.06,69.49,-0.09,1.47
13,1.34,12,38,0.734,-3.19,-101.32,88.83,69.23,-0.2,1.61
14,1.37,13,37,0.898,-2.3,-101.17,88.71,69.16,-0.08,1.61
15,1.41,14,36,0.534,-1.76,-101.51,88.44,68.85,-0.15,1.66
16,1.44,15,35,0.635,-1.13,-101.53,88.85,68.59,-0.13,1.63
17,1.47,16,34,0.777,-0.75,-101.4,88.08,68.28,-0.11,1.5
18,1.51,17,33,0.620,-0.32,-102.02,88.38,68.27,-0.03,1.49
19,1.54,18,32,0.517,0.2,-101.98,88.34,68.21,-0.16,1.47
20,1.57,19,31,0.809,0.72,-102.78,88.77,67.94,-0.09,1.6
21,1.61,20,30,1.040,0.5,-102.02,87.73,67.68,-0.24,1.55
22,1.64,21,29,0.140,0.57,-102.04,87.75,67.57,-0.12,1.41
23,1.67,22,28,0.831,0.84,-102.22,86.92,67.54,-0.1,1.5
