action_n,t,step,queue,dmax,shoulder_pan,shoulder_lift,elbow_flex,wrist_flex,wrist_roll,gripper
1,0.90,0,50,,-3.77,-101.44,89.09,75.46,-0.57,1.26
2,0.94,1,49,0.416,-4.18,-101.43,89.1,75.52,-0.61,1.17
3,0.97,2,48,0.484,-4.17,-101.58,88.62,75.33,-0.54,1.23
4,1.00,3,47,0.335,-4.36,-101.3,88.96,75.38,-0.47,1.15
5,1.04,4,46,0.864,-4.68,-100.43,89.25,75.26,-0.47,0.99
6,1.07,5,45,1.156,-5.14,-101.59,88.8,75.23,-0.42,1.08
7,1.10,6,44,0.356,-5.37,-101.5,89.02,74.87,-0.27,1.09
8,1.14,7,43,0.508,-5.71,-101.6,89.53,74.67,-0.44,1.15
9,1.17,8,42,0.513,-5.44,-101.8,89.18,74.16,-0.43,0.95
10,1.20,9,41,0.732,-5.47,-101.37,89.04,73.42,-0.59,1.06
11,1.24,10,40,0.904,-5.51,-102.28,89.07,72.91,-0.8,1.03
12,1.27,11,39,1.028,-5.36,-101.32,88.96,71.88,-1.21,1.12
13,1.30,12,38,0.491,-5.32,-100.9,88.98,71.39,-1.49,1.1
14,1.34,13,37,0.795,-4.98,-101.08,89.43,70.6,-2.08,1.12
15,1.37,14,36,0.410,-4.81,-101.36,89.48,70.2,-2.49,1.08
16,1.41,15,35,0.572,-4.75,-101.93,89.21,69.86,-2.62,0.98
17,1.44,16,34,0.923,-4.8,-101.24,88.29,69.96,-2.75,1.03
18,1.47,17,33,0.567,-4.73,-101.35,88.85,69.88,-2.73,0.98
19,1.51,18,32,0.564,-4.85,-101.91,88.86,70.06,-2.41,0.99
20,1.54,19,31,0.840,-5.22,-101.33,88.02,70.14,-2.1,1.02
21,1.57,20,30,0.338,-4.88,-101.61,88.1,70.23,-1.89,1.12
22,1.61,21,29,0.164,-4.9,-101.77,88.14,70.11,-1.84,1.09
23,1.64,22,28,0.387,-5.14,-101.68,88.53,70.39,-1.75,1.06
24,1.67,23,27,0.649,-5.4,-101.04,87.88,70.33,-1.53,1.06
25,1.71,24,26,0.189,-5.41,-100.92,87.74,70.52,-1.59,0.98
26,1.74,25,25,0.326,-5.58,-101.25,87.56,70.52,-1.53,0.98
27,1.77,26,24,0.373,-5.66,-100.87,87.79,70.28,-1.56,0.98
28,1.81,27,23,0.501,-6.16,-100.88,87.83,70.51,-1.43,1.03
29,1.84,28,22,0.299,-6.26,-100.87,87.53,70.56,-1.4,1.05
30,1.87,29,21,0.290,-6.53,-100.72,87.34,70.27,-1.4,1.23
31,1.91,30,20,0.359,-6.68,-101.08,87.19,70.47,-1.37,0.89
32,1.94,31,19,0.803,-7.33,-100.85,86.38,70.55,-1.47,1.03
33,1.97,32,18,0.595,-7.19,-100.4,86.98,70.67,-1.38,1.04
34,2.01,33,17,0.661,-7.75,-101.06,86.77,70.84,-1.31,0.86
35,2.04,34,16,0.791,-7.76,-100.27,86.39,70.64,-1.31,0.94
36,2.07,35,15,0.351,-7.97,-100.52,86.33,70.99,-1.22,0.91
37,2.11,36,14,0.475,-8.45,-100.87,86.23,71.17,-1.22,0.99
38,2.14,37,13,0.286,-8.43,-101.03,85.94,70.89,-1.1,1.03
39,2.17,38,12,0.531,-8.96,-100.55,86.15,71.08,-1.23,1.1
40,2.21,39,11,0.564,-9.38,-100.32,85.59,71.1,-1.15,0.98
41,2.24,40,10,1.044,-9.76,-100.64,86.63,71.04,-1.28,0.97
