action_n,t,step,queue,dmax,shoulder_pan,shoulder_lift,elbow_flex,wrist_flex,wrist_roll,gripper
1,0.90,0,50,,-5.43,-101.69,88.36,74.66,-0.83,0.95
2,0.94,1,49,0.546,-5.29,-102.24,88.21,74.69,-0.87,0.59
3,0.97,2,48,0.719,-5.62,-102.95,87.71,74.45,-0.81,0.67
4,1.00,3,47,0.838,-5.89,-102.12,87.65,74.14,-0.89,0.63
5,1.04,4,46,0.346,-6.24,-102.16,87.54,74.35,-0.79,0.75
6,1.07,5,45,0.272,-6.27,-101.95,87.81,74.25,-0.92,0.52
7,1.10,6,44,0.534,-6.67,-102.48,87.86,74.27,-0.81,0.66
8,1.14,7,43,0.440,-7.11,-102.14,87.54,73.86,-0.9,0.74
9,1.17,8,42,0.521,-7.63,-102.42,87.76,73.73,-0.81,0.63
10,1.20,9,41,0.734,-8.36,-101.87,87.28,73.74,-0.87,0.69
11,1.24,10,40,0.290,-8.65,-102.05,87.31,73.69,-0.81,0.7
12,1.27,11,39,0.504,-9.14,-101.55,87.48,73.84,-0.92,0.74
13,1.30,12,38,0.527,-9.59,-101.39,86.95,73.36,-0.88,0.71
14,1.34,13,37,0.733,-10.32,-101.41,86.46,73.44,-0.88,0.63
15,1.37,14,36,0.407,-10.73,-101.55,86.8,73.47,-0.9,0.65
16,1.40,15,35,0.769,-11.21,-101.4,86.13,72.71,-0.9,0.67
17,1.44,16,34,0.376,-11.59,-101.16,86.04,72.85,-0.91,0.64
18,1.47,17,33,0.329,-11.52,-101.33,85.76,73.18,-0.95,0.77
19,1.50,18,32,1.668,-11.85,-101.23,84.09,72.83,-1.07,0.67
20,1.54,19,31,1.102,-12.22,-101.52,85.19,72.85,-0.96,0.75
21,1.57,20,30,0.376,-12.02,-101.9,85.28,72.62,-0.99,0.63
22,1.61,21,29,0.607,-12.29,-101.29,84.71,72.17,-0.88,0.72
23,1.64,22,28,0.424,-12.26,-101.51,85.13,71.86,-0.85,0.65
24,1.67,23,27,0.450,-12.57,-101.9,85.07,71.41,-0.99,0.68
25,1.71,24,26,0.913,-12.98,-101.47,84.16,71.19,-1.04,0.7
26,1.74,25,25,0.470,-13.01,-101.18,84.63,71.09,-1.01,0.68
27,1.77,26,24,0.907,-13.3,-101.28,83.72,70.78,-1.06,0.66
28,1.81,27,23,0.336,-13.63,-101.43,83.99,70.6,-0.99,0.65
29,1.84,28,22,0.562,-14.2,-101.29,83.55,70.58,-1.1,0.66
30,1.87,29,21,0.709,-14.55,-102.0,83.88,70.7,-0.99,0.69
31,1.91,30,20,0.464,-14.81,-101.71,83.42,70.91,-1.01,0.67
32,1.94,31,19,0.826,-15.37,-100.88,83.16,71.2,-1.08,0.56
33,1.97,32,18,1.086,-14.83,-101.97,82.35,70.94,-1.19,0.58
34,2.01,33,17,1.059,-14.87,-100.91,82.69,70.72,-1.1,0.59
35,2.04,34,16,0.760,-14.76,-101.56,81.93,70.73,-1.17,0.59
36,2.07,35,15,0.343,-14.42,-101.42,81.63,70.67,-1.29,0.46
37,2.11,36,14,0.663,-14.25,-101.58,80.97,70.21,-1.25,0.5
38,2.14,37,13,0.245,-14.49,-101.78,81.17,70.28,-1.25,0.66
39,2.17,38,12,0.430,-14.27,-101.35,81.47,70.0,-1.23,0.67
40,2.21,39,11,1.165,-14.58,-101.27,80.3,69.6,-1.33,0.68
41,2.24,40,10,0.328,-14.51,-101.39,80.63,69.29,-1.41,0.51
42,2.27,41,9,0.437,-14.65,-101.2,81.07,69.0,-1.48,0.39
43,2.31,42,24,3.744,-11.52,-102.42,84.26,65.26,-1.3,0.4
44,2.34,43,23,0.903,-11.43,-103.33,84.58,64.82,-1.34,0.41
45,2.37,44,22,0.446,-11.56,-102.97,84.13,64.63,-1.42,0.33
46,2.41,45,21,0.627,-11.46,-102.34,84.11,64.16,-1.41,0.35
47,2.44,46,20,0.482,-11.43,-102.83,83.95,63.81,-1.46,0.29
48,2.48,47,19,0.401,-11.43,-102.75,84.08,63.41,-1.5,0.32
49,2.51,48,18,0.315,-11.42,-102.74,84.05,63.1,-1.4,0.2
50,2.54,49,17,0.333,-11.73,-102.4,84.0,63.1,-1.44,0.07
51,2.58,50,16,1.855,-10.59,-103.01,84.95,61.24,-1.44,-0.08
52,2.61,51,15,0.871,-11.06,-103.51,85.82,61.25,-1.4,-0.16
53,2.64,52,14,0.553,-11.17,-102.95,85.91,60.93,-1.46,-0.12
54,2.68,53,13,0.511,-11.68,-103.2,85.64,61.04,-1.43,-0.3
55,2.71,54,12,0.723,-11.99,-102.84,84.92,60.83,-1.51,-0.25
56,2.74,55,11,0.403,-12.19,-103.24,84.9,60.95,-1.44,-0.11
57,2.78,56,10,0.446,-12.16,-102.8,84.97,60.95,-1.5,-0.19
58,2.81,57,9,0.443,-12.21,-102.87,84.53,60.68,-1.57,-0.18
59,2.84,58,8,0.527,-12.33,-102.57,85.06,60.58,-1.47,-0.25
60,2.88,59,7,1.371,-12.25,-102.18,83.69,60.33,-1.52,-0.33
61,2.91,60,6,0.384,-12.19,-102.56,83.72,60.53,-1.54,-0.16
62,2.94,61,5,0.561,-12.04,-102.17,83.16,60.38,-1.63,-0.12
63,2.98,62,4,0.258,-12.1,-102.21,82.9,60.22,-1.64,-0.1
64,3.01,63,3,0.550,-12.15,-101.66,82.66,59.92,-1.81,-0.18
65,3.04,64,2,0.934,-11.6,-100.72,82.48,59.84,-1.98,-0.0
66,3.08,65,1,0.831,-11.53,-100.04,81.64,59.47,-2.17,0.01
67,3.14,66,23,9.297,-10.72,-90.74,72.71,67.53,-0.95,0.52
68,3.18,67,22,0.744,-10.2,-90.0,72.07,67.17,-1.09,0.67
69,3.21,68,21,2.492,-10.11,-87.51,70.73,66.96,-1.13,0.69
70,3.25,69,20,1.808,-9.95,-85.7,70.19,66.76,-1.12,0.6
71,3.28,70,19,1.923,-10.04,-83.78,69.49,66.46,-1.2,0.41
72,3.31,71,18,2.368,-9.91,-81.41,68.07,66.11,-0.95,0.63
73,3.35,72,17,1.659,-9.6,-79.75,66.78,65.82,-1.13,0.46
74,3.38,73,16,2.123,-9.52,-77.63,65.93,65.86,-1.04,0.44
75,3.41,74,15,1.259,-9.53,-76.37,64.74,65.26,-1.07,0.35
76,3.45,75,14,2.263,-9.62,-74.1,63.94,65.28,-1.09,0.52
77,3.48,76,13,1.393,-9.76,-73.31,62.55,65.17,-1.24,0.5
78,3.51,77,12,2.258,-10.06,-71.05,62.06,65.09,-1.2,0.22
79,3.55,78,11,1.620,-10.31,-69.91,60.44,64.9,-1.16,0.34
80,3.58,79,10,1.317,-10.14,-68.59,60.12,65.12,-1.2,0.54
81,3.61,80,9,1.386,-10.22,-67.21,58.98,65.24,-1.28,0.4
